ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79182 2 79697 10 80214 14 80731 18 81250 19 81768 21 82287 23 82806 24 83325 24 83844 25 84364 25 84883 26 85403 26 85923 25 86442 25 86962 24 87481 24 88000 24 88520 22 89040 20 89561 17 90083 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113452 4 113968 10 114485 14 115003 17 115521 19 116039 20 116557 23 117076 24 117595 24 118114 25 118633 25 119152 26 119671 27 120190 28 120709 28 121228 28 121747 28 122266 28 122786 27 123305 28 123826 26 124346 24 124866 23 125387 21 125909 17 126431 12 126953 8 127474 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128505 10 129022 14 129538 19 130056 21 130577 19 131098 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,849 11 1364 19 1882 21 2400 22 2917 26 3436 27 3954 29 4473 29 4992 29 5510 30 6029 30 6548 30 7068 29 7587 29 8106 28 8626 26 9146 24 9668 19 10189 16 10708 14 11226 15 11743 18 12261 21 12779 22 13297 24 13815 26 14334 27 14853 28 15372 29 15891 29 16410 29 16929 29 17448 29 17967 29 18486 29 19005 29 19524 29 20043 29 20562 28 21081 28 21601 26 22121 24 22641 23 23161 21 23681 19 24200 19 24722 13 25242 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,70927 1 71440 12 71956 17 72474 20 72992 21 73509 24 74028 24 74546 26 75064 27 75581 30 76100 31 76618 32 77136 33 77655 33 78172 34 78691 34 79210 34 79729 33 80247 34 80766 33 81285 33 81804 32 82323 31 82842 30 83361 29 83880 28 84400 26 84919 24 85440 20 85960 17 86480 13 87001 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100508 7 101024 13 101541 17 102058 20 102577 20 103096 21 103614 23 104133 24 104652 24 105171 24 105690 24 106209 24 106728 24 107247 24 107766 24 108285 24 108804 24 109323 23 109842 22 110361 22 110880 21 111399 21 111919 19 112438 19 112957 17 113477 15 113999 11 114521 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40310 1 40825 11 41342 17 41859 21 42377 24 42895 26 43414 27 43933 28 44451 30 44969 31 45488 31 46006 32 46525 32 47044 32 47563 32 48082 31 48601 31 49120 30 49640 28 50161 25 50681 23 51201 19
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125445 6 125961 10 126479 12 126997 13 127516 14 128034 15 128552 17 129071 18 129589 19 130108 19 130627 18 131148 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10759 11 11276 14 11793 17 12311 19 12830 20 13348 21 13865 23 14383 24 14902 24 15420 25 15938 26 16456 27 16975 27 17493 28 18012 28 18531 28 19050 27 19569 26 20088 25 20607 25 21126 24 21645 24 22164 24 22683 23 23202 21 23723 18 24244 15 24764 11 25286 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,99504 7 100022 11 100541 12 101059 14 101578 14 102097 14 102614 17 103133 18 103651 20 104170 20 104689 20 105208 20 105727 20 106246 20 106765 20 107284 20 107803 19 108322 19 108840 19 109359 18 109878 18 110396 19 110915 18 111433 19 111952 19 112471 19 112990 17 113509 16 114029 14 114549 13 115069 9 115589 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89664 5 90180 10 90697 14 91215 16 91734 17 92253 19 92771 21 93290 21 93809 22 94328 22 94848 21 95367 21 95886 21 96405 21 96924 21 97443 21 97962 21 98481 21 99000 21 99519 21 100039 20 100558 19 101079 17 101599 15 102118 13 102638 11 103160 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,403 15 919 21 1437 23 1955 24 2474 24 2994 23 3512 24 4032 23 4551 23 5071 22 5592 19 6111 18 6631 16 7152 13 7678 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46607 2 47122 10 47637 17 48154 20 48672 22 49190 25 49708 27 50226 29 50745 29 51264 29 51783 29 52302 30 52821 30 53340 30 53859 29 54378 29 54897 29 55417 28 55936 27 56456 25 56978 19 57501 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114080 2 114595 8 115112 12 115630 14 116148 15 116666 17 117185 17 117703 18 118221 19 118739 20 119258 19 119776 20 120295 20 120814 20 121333 19 121851 20 122370 20 122888 20 123406 21 123925 21 124444 20 124962 21 125481 21 126000 20 126519 20 127038 20 127557 18 128076 17 128595 17 129114 16 129633 16 130152 15 130672 11 131195 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20140 7 20656 13 21174 16 21691 19 22209 20 22728 21 23246 23 23765 23 24284 24 24803 24 25322 24 25840 25 26358 26 26876 27 27395 27 27914 26 28433 25 28951 26 29470 26 29989 26 30508 26 31027 25 31546 25 32065 24 32584 24 33103 22 33623 20 34142 19 34662 17 35183 12 35703 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66869 18 67384 26 67901 31 68420 32 68938 34 69457 35 69976 35 70495 35 71014 35 71534 34 72053 33 72572 33 73091 32 73611 31 74132 28 74652 25 75174 20 75700 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129151 14 129166 4 129667 26 130184 28 130707 23
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109438 5 109954 11 110471 16 110988 19 111506 22 112024 24 112543 24 113062 25 113581 25 114100 26 114619 27 115138 28 115657 28 116177 27 116697 26 117217 25 117737 25 118256 25 118776 24 119296 23 119817 22 120337 21 120858 19 121378 18 121898 16 122420 13 122941 10 123463 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81434 12 81951 15 82469 18 82987 20 83505 22 84023 24 84542 26 85061 27 85580 29 86099 31 86618 32 87137 34 87657 35 88177 35 88697 35 89216 36 89736 35 90256 34 90777 32 91297 31 91816 31 92335 30 92854 28 93372 22 93890 21 94408 22 94925 23 95427 10 95443 24 95944 43 96463 43 96981 44 97500 43 98020 42 98539 42 99059 40 99580 37 100100 36 100621 33 101142 29 101664 24 102187 18 102712 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,450 20 967 23 1486 24 2005 24 2524 24 3044 22 3564 21 4083 21 4602 21 5122 20 5641 20 6160 19 6679 17 7199 16 7720 13 8241 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25901 8 26417 13 26934 18 27451 21 27485 1 27970 22 28001 8 28488 24 28517 13 29006 43 29524 45 30043 47 30561 48 31080 49 31599 49 32118 49 32636 50 33155 50 33674 50 34192 51 34711 51 35229 52 35748 52 36267 52 36786 52 37305 52 37824 52 38344 51 38864 49 39384 48 39904 13 39923 26 40426 5 40443 24 40964 21 41484 18 42004 15 42528 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51877 3 52395 6 52912 10 53430 11 53949 12 54468 12 54987 12 55506 12 56025 13 56544 14 57063 15 57583 14 58102 14 58621 15 59140 15 59659 14 60179 13 60698 13 61218 12 61737 12 62256 12 62775 12 63295 11 63814 11 64333 10 64854 6 65375 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,503 11 1021 14 1540 14 2060 12 2583 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50338 4 50856 6 51375 6 51894 6 52415 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1283 1 1538 3 1573 8 1793 5 1805 6 1823 15 2049 6 2057 12 2077 18 2305 22 2332 21 2561 25 2587 23 2817 50 3073 51 3329 52 3585 52 3842 52 4098 53 4354 4 4359 48 4610 3 4616 47 4866 3 4872 47 5123 2 5128 48 5379 2 5384 21 5407 25 5635 2 5639 22 5663 24 5891 26 5919 24 6147 52 6403 52 6660 50 6919 46 7176 44 7433 42 7690 39 7947 35 8205 14 8232 3 8463 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12546 3 12802 4 13057 6 13313 7 13569 8 13825 9 14081 9 14337 10 14593 10 14849 10 15105 10 15361 10 15617 10 15873 10 16129 10 16385 10 16641 10 16897 10 17153 10 17409 9 17665 8 17921 8 18177 8 18433 8 18689 7 18945 7 19201 5 19458 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,34050 3 34305 5 34561 5 34817 6 35073 6 35329 7 35585 7 35841 7 36097 7 36353 7 36609 7 36865 6 37121 6 37377 5 37633 5 37889 4 38146 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43010 4 43265 7 43521 9 43777 10 44033 10 44289 11 44545 11 44801 11 45058 10 45314 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51723 6 51978 8 52233 10 52489 11 52744 12 52994 3 53000 12 53249 4 53255 13 53505 5 53511 13 53761 18 54017 18 54273 17 54529 16 54785 16 55041 16 55297 7 55309 2 55553 6 55809 6 56065 6 56321 6 56577 5 56833 5 57089 5 57345 4 57601 4 57858 3 58114 3 58370 2 58626 2 58882 3 59138 4 59393 6 59649 6 59905 6 60161 6 60417 5 60673 5 60929 6 61185 6 61441 6 61697 6 61953 6 62209 6 62465 6 62721 6 62977 6 63233 6 63489 5 63745 5 64001 5 64257 5 64513 4 64769 4 65026 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,50178 4 50434 5 50690 5 50947 4 51204 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36649 5 36903 9 37159 10 37414 12 37670 13 37924 20 38179 22 38433 18 38687 19 38933 29 39187 31 39443 30 39698 31 39952 33 40208 32 40463 32 40719 31 40975 30 41231 29 41487 28 41743 27 41999 26 42255 25 42511 24 42767 24 43024 23 43280 22 43537 21 43794 19 44050 17 44307 14 44564 12 44821 10 45079 7 45337 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9509 4 9762 12 10017 15 10272 17 10527 19 10783 20 11039 21 11293 24 11548 25 11804 25 12060 25 12316 26 12572 26 12827 27 13083 27 13340 26 13595 27 13850 28 14105 28 14361 28 14617 28 14874 27 15130 26 15386 25 15643 24 15902 20 16160 17 16417 14 16674 10 16931 8 17190 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51744 9 51998 12 52253 14 52508 16 52764 17 53019 18 53274 19 53530 20 53786 20 54042 21 54297 23 54553 24 54809 25 55065 26 55321 27 55577 8 55587 18 55834 5 55843 18 56090 4 56099 19 56347 2 56355 19 56610 20 56864 22 57121 22 57378 21 57634 21 57891 20 58147 20 58403 21 58659 21 58915 22 59170 23 59426 23 59682 24 59938 24 60194 25 60450 25 60706 25 60962 24 61218 24 61474 23 61730 23 61986 23 62243 21 62499 21 62755 20 63011 20 63267 19 63523 19 63779 20 64035 20 64290 22 64544 37 64800 38 65057 38 65316 8 65337 14
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28707 6 28962 8 29217 10 29473 10 29728 12 29984 12 30239 14 30495 14 30752 13 31008 13 31264 14 31520 14 31777 13 32033 13 32289 13 32546 11 32803 9 33061 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46387 8 46641 12 46895 15 47149 18 47404 19 47659 20 47915 21 48171 21 48427 21 48683 20 48939 20 49195 20 49451 20 49707 20 49963 20 50220 19 50476 19 50733 18 50989 18 51245 18 51502 16 51759 15 52017 12 52275 10 52533 7 52792 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20016 7 20271 9 20526 11 20781 12 21037 13 21293 13 21548 14 21804 15 22060 14 22316 14 22572 14 22829 13 23085 12 23342 11 23599 9 23856 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37949 9 38204 11 38459 13 38715 13 38970 15 39226 15 39481 16 39736 17 39991 19 40247 19 40503 19 40758 20 41014 20 41269 21 41525 20 41781 20 42037 20 42293 19 42549 18 42805 18 43061 17 43318 14 43577 9 43834 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25924 4 26178 9 26433 12 26689 12 26945 13 27201 14 27457 14 27713 14 27968 15 28224 15 28479 16 28735 16 28991 16 29247 16 29504 14 29761 10 30019 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26741 10 26996 14 27251 18 27506 20 27761 22 28017 22 28273 23 28529 23 28784 24 29040 24 29296 24 29552 23 29808 23 30064 23 30321 21 30577 21 30834 19 31091 17 31348 14 31605 12 31863 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4471 4 4726 10 4981 14 5236 16 5491 20 5747 20 6002 22 6258 22 6514 23 6770 23 7026 23 7281 24 7537 24 7793 24 8049 24 8305 24 8562 23 8819 21 9075 21 9331 21 9588 19 9844 19 10101 17 10359 14 10616 12 10875 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19850 10 20104 15 20358 18 20614 19 20869 21 21125 21 21380 23 21636 23 21891 24 22147 24 22402 25 22658 25 22914 25 23170 25 23427 23 23683 23 23939 22 24196 20 24453 18 24710 16 24968 12
